command,exit,real,user,sys,comment
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j72 -j72,0,387.86,1036.34,182.30,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j72 -j36,0,391.66,1036.74,181.43,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j72 -j18,0,389.21,1032.70,177.76,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j72 -j8,0,401.86,1004.35,177.14,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j72 -j4,0,421.78,989.53,170.77,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j72 -j2,0,517.14,967.19,163.97,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j72 -j1,0,788.41,947.75,163.50,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j36 -j72,0,379.07,1065.74,145.07,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j36 -j36,0,382.13,1056.16,150.36,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j36 -j18,0,387.50,1061.89,144.79,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j36 -j8,0,393.60,1032.16,137.94,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j36 -j4,0,415.47,1007.61,137.75,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j36 -j2,0,498.96,980.40,128.44,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j36 -j1,0,752.36,968.42,123.85,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j18 -j72,0,380.32,1103.62,131.92,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j18 -j36,0,377.14,1111.97,126.00,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j18 -j18,0,375.11,1088.78,122.03,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j18 -j8,0,385.18,1057.75,113.27,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j18 -j4,0,406.39,1035.92,115.21,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j18 -j2,0,493.36,1011.50,108.77,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j18 -j1,0,736.78,998.64,103.45,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j8 -j72,0,369.72,1136.05,118.60,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j8 -j36,0,374.40,1144.91,116.08,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j8 -j18,0,376.97,1133.26,113.76,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j8 -j8,0,378.91,1092.00,104.86,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j8 -j4,0,397.11,1076.30,105.25,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j8 -j2,0,485.06,1050.21,102.45,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j8 -j1,0,723.80,1036.05,102.28,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j4 -j72,0,383.13,1119.11,100.72,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j4 -j36,0,380.78,1119.68,101.67,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j4 -j18,0,384.83,1096.44,96.63,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j4 -j8,0,388.74,1058.32,91.87,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j4 -j4,0,405.93,1043.50,90.16,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j4 -j2,0,500.62,1034.50,89.79,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j4 -j1,0,745.05,1018.72,85.36,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j2 -j72,0,423.94,1084.82,90.51,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j2 -j36,0,420.56,1080.42,88.10,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j2 -j18,0,418.83,1066.92,89.16,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j2 -j8,0,427.94,1041.24,85.56,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j2 -j4,0,444.91,1027.69,82.99,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j2 -j2,0,537.52,999.25,79.53,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j2 -j1,0,818.78,992.18,83.60,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j1 -j72,0,472.90,968.51,73.90,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j1 -j36,0,474.57,967.70,74.62,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j1 -j18,0,476.61,957.99,71.10,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j1 -j8,0,486.30,942.29,68.21,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j1 -j4,0,497.38,921.75,67.26,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j1 -j2,0,628.58,894.73,66.72,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j1 -j1,0,952.82,882.69,63.79,
cabal new-run -- testsuite -p clash -j72,0,45.63,2786.49,272.80,
cabal new-run -- testsuite -p clash -j36,0,46.81,1508.87,192.03,
cabal new-run -- testsuite -p clash -j18,0,65.11,1063.18,149.88,
cabal new-run -- testsuite -p clash -j8,0,127.50,978.67,128.74,
cabal new-run -- testsuite -p clash -j4,0,238.77,1044.65,132.71,
cabal new-run -- testsuite -p clash -j2,0,452.92,1248.16,144.85,
cabal new-run -- testsuite -p clash -j1,0,909.70,1697.34,176.83,
cabal new-install stack-1.9.3 -j72,0,336.01,1809.55,392.52,GHC_THREADS=72
cabal new-install stack-1.9.3 -j36,0,336.67,1776.04,372.21,GHC_THREADS=72
cabal new-install stack-1.9.3 -j18,0,341.01,1724.03,353.81,GHC_THREADS=72
cabal new-install stack-1.9.3 -j8,0,348.41,1628.61,333.67,GHC_THREADS=72
cabal new-install stack-1.9.3 -j4,0,434.02,1549.69,317.77,GHC_THREADS=72
cabal new-install stack-1.9.3 -j2,0,668.98,1501.27,300.54,GHC_THREADS=72
cabal new-install stack-1.9.3 -j1,0,1143.87,1478.81,279.16,GHC_THREADS=72
cabal new-install stack-1.9.3 -j72,0,324.70,1868.59,306.64,GHC_THREADS=36
cabal new-install stack-1.9.3 -j36,0,329.10,1866.68,305.08,GHC_THREADS=36
cabal new-install stack-1.9.3 -j18,0,324.15,1790.36,278.20,GHC_THREADS=36
cabal new-install stack-1.9.3 -j8,0,330.53,1684.81,251.04,GHC_THREADS=36
cabal new-install stack-1.9.3 -j4,0,420.64,1603.24,236.09,GHC_THREADS=36
cabal new-install stack-1.9.3 -j2,0,628.70,1538.79,227.73,GHC_THREADS=36
cabal new-install stack-1.9.3 -j1,0,1080.04,1506.13,214.23,GHC_THREADS=36
cabal new-install stack-1.9.3 -j72,0,319.34,2017.15,277.08,GHC_THREADS=18
cabal new-install stack-1.9.3 -j36,0,320.43,1985.09,260.83,GHC_THREADS=18
cabal new-install stack-1.9.3 -j18,0,322.82,1856.42,227.89,GHC_THREADS=18
cabal new-install stack-1.9.3 -j8,0,323.13,1752.39,203.22,GHC_THREADS=18
cabal new-install stack-1.9.3 -j4,0,403.89,1639.89,191.53,GHC_THREADS=18
cabal new-install stack-1.9.3 -j2,0,608.05,1583.72,185.51,GHC_THREADS=18
cabal new-install stack-1.9.3 -j1,0,1045.35,1569.02,177.25,GHC_THREADS=18
cabal new-install stack-1.9.3 -j72,0,321.31,2069.29,238.84,GHC_THREADS=8
cabal new-install stack-1.9.3 -j36,0,320.75,2076.42,244.46,GHC_THREADS=8
cabal new-install stack-1.9.3 -j18,0,315.74,1928.03,208.62,GHC_THREADS=8
cabal new-install stack-1.9.3 -j8,0,317.37,1790.26,189.52,GHC_THREADS=8
cabal new-install stack-1.9.3 -j4,0,398.10,1698.41,179.13,GHC_THREADS=8
cabal new-install stack-1.9.3 -j2,0,595.10,1645.21,173.18,GHC_THREADS=8
cabal new-install stack-1.9.3 -j1,0,1023.00,1640.72,167.12,GHC_THREADS=8
cabal new-install stack-1.9.3 -j72,0,334.77,1963.17,198.57,GHC_THREADS=4
cabal new-install stack-1.9.3 -j36,0,336.29,1930.28,187.28,GHC_THREADS=4
cabal new-install stack-1.9.3 -j18,0,338.73,1826.96,167.58,GHC_THREADS=4
cabal new-install stack-1.9.3 -j8,0,330.83,1688.20,148.29,GHC_THREADS=4
cabal new-install stack-1.9.3 -j4,0,409.20,1631.83,144.16,GHC_THREADS=4
cabal new-install stack-1.9.3 -j2,0,616.04,1578.45,143.74,GHC_THREADS=4
cabal new-install stack-1.9.3 -j1,0,1056.73,1575.27,141.30,GHC_THREADS=4
cabal new-install stack-1.9.3 -j72,0,406.39,1872.23,172.59,GHC_THREADS=2
cabal new-install stack-1.9.3 -j36,0,389.89,1816.42,158.65,GHC_THREADS=2
cabal new-install stack-1.9.3 -j18,0,397.66,1734.97,144.84,GHC_THREADS=2
cabal new-install stack-1.9.3 -j8,0,396.93,1635.89,134.76,GHC_THREADS=2
cabal new-install stack-1.9.3 -j4,0,458.59,1579.11,129.95,GHC_THREADS=2
cabal new-install stack-1.9.3 -j2,0,689.60,1529.53,127.90,GHC_THREADS=2
cabal new-install stack-1.9.3 -j1,0,1189.10,1525.18,126.21,GHC_THREADS=2
cabal new-install stack-1.9.3 -j72,0,522.26,1566.13,132.19,GHC_THREADS=1
cabal new-install stack-1.9.3 -j36,0,522.58,1544.39,126.14,GHC_THREADS=1
cabal new-install stack-1.9.3 -j18,0,523.46,1489.39,118.40,GHC_THREADS=1
cabal new-install stack-1.9.3 -j8,0,519.12,1435.50,108.64,GHC_THREADS=1
cabal new-install stack-1.9.3 -j4,0,560.58,1406.19,107.93,GHC_THREADS=1
cabal new-install stack-1.9.3 -j2,0,829.19,1333.46,105.70,GHC_THREADS=1
cabal new-install stack-1.9.3 -j1,0,1406.78,1309.76,94.45,GHC_THREADS=1
