command,exit,real,user,sys,comment
cabal new-build clash-ghc --ghc-options=-j3 -j6,0,325.55,956.32,164.31,
cabal new-build clash-ghc --ghc-options=-j3 -j4,0,327.38,888.62,153.52,
cabal new-build clash-ghc --ghc-options=-j3 -j3,0,350.99,842.52,143.93,
cabal new-build clash-ghc --ghc-options=-j3 -j2,0,390.93,802.88,134.73,
cabal new-build clash-ghc --ghc-options=-j3 -j1,0,572.13,757.34,119.38,
cabal new-build clash-ghc --ghc-options=-j2 -j12,0,331.93,969.27,104.28,
cabal new-build clash-ghc --ghc-options=-j2 -j8,0,331.86,925.25,100.47,
cabal new-build clash-ghc --ghc-options=-j2 -j6,0,330.65,874.83,93.90,
cabal new-build clash-ghc --ghc-options=-j2 -j4,0,333.51,812.48,86.64,
cabal new-build clash-ghc --ghc-options=-j2 -j3,0,357.13,780.84,81.96,
cabal new-build clash-ghc --ghc-options=-j2 -j2,0,403.63,755.39,77.86,
cabal new-build clash-ghc --ghc-options=-j2 -j1,0,592.51,714.34,72.07,
cabal new-build clash-ghc --ghc-options=-j1 -j12,0,361.31,860.10,43.05,
cabal new-build clash-ghc --ghc-options=-j1 -j8,0,359.24,792.32,38.05,
cabal new-build clash-ghc --ghc-options=-j1 -j6,0,359.27,742.47,35.07,
cabal new-build clash-ghc --ghc-options=-j1 -j4,0,368.55,711.43,33.45,
cabal new-build clash-ghc --ghc-options=-j1 -j3,0,395.82,696.86,32.06,
cabal new-build clash-ghc --ghc-options=-j1 -j2,0,460.99,676.17,30.55,
cabal new-build clash-ghc --ghc-options=-j1 -j1,0,681.77,647.63,27.71,
cabal new-run -- testsuite -p clash -j12,1,134.19,1478.29,104.27,
cabal new-run -- testsuite -p clash -j8,1,128.63,940.18,78.04,
cabal new-run -- testsuite -p clash -j6,1,132.95,724.77,67.66,
cabal new-run -- testsuite -p clash -j4,1,167.90,613.21,59.81,
cabal new-run -- testsuite -p clash -j3,1,212.02,586.02,57.19,
cabal new-run -- testsuite -p clash -j2,1,301.62,570.28,54.76,
cabal new-run -- testsuite -p clash -j1,1,568.19,563.63,52.63,
cabal new-install stack -j12,1,1288.90,12544.18,1695.27,
cabal new-install stack -j8,1,1371.95,13388.40,1845.00,
cabal new-install stack -j6,1,1432.95,13973.84,1975.93,
cabal new-install stack -j4,1,1330.61,12676.31,1924.19,
cabal new-install stack -j3,1,1086.93,9473.55,1784.34,
cabal new-install stack -j2,1,796.27,4863.18,1640.88,
cabal new-install stack -j1,1,906.49,2276.70,1594.59,
cabal new-install stack -j12,1,772.72,6808.88,1041.43,
cabal new-install stack -j8,1,826.65,7377.87,1105.28,
cabal new-install stack -j6,1,802.82,7063.35,1150.52,
cabal new-install stack -j4,1,620.92,4546.10,1091.84,
cabal new-install stack -j3,1,531.77,2895.94,1021.78,
cabal new-install stack -j2,1,566.10,2047.40,954.23,
cabal new-install stack -j1,1,848.99,1638.02,828.21,
cabal new-install stack -j12,1,575.11,4616.93,735.11,
cabal new-install stack -j8,1,591.36,4769.21,772.60,
cabal new-install stack -j6,1,537.63,4073.23,808.33,
cabal new-install stack -j4,1,444.08,2517.14,751.11,
cabal new-install stack -j3,1,448.67,1954.51,718.07,
cabal new-install stack -j2,1,528.04,1629.60,655.40,
cabal new-install stack -j1,1,828.36,1422.66,539.61,
cabal new-install stack -j12,1,412.80,2795.20,459.37,
cabal new-install stack -j8,1,398.77,2588.28,481.72,
cabal new-install stack -j6,1,372.91,2169.63,484.86,
cabal new-install stack -j4,1,376.77,1696.96,445.83,
cabal new-install stack -j3,1,418.44,1538.49,417.74,
cabal new-install stack -j2,1,513.18,1387.55,364.08,
cabal new-install stack -j1,1,827.42,1260.33,319.01,
cabal new-install stack -j12,1,359.43,2141.03,322.73,
cabal new-install stack -j8,1,345.39,1986.14,342.82,
cabal new-install stack -j6,1,335.27,1806.60,337.53,
cabal new-install stack -j4,1,366.21,1524.93,294.55,
cabal new-install stack -j3,1,410.63,1387.09,266.92,
cabal new-install stack -j2,1,512.55,1280.96,243.05,
cabal new-install stack -j1,1,832.69,1182.22,214.56,
cabal new-install stack -j12,1,345.55,1745.00,199.61,
cabal new-install stack -j8,1,341.46,1691.18,200.25,
cabal new-install stack -j6,1,338.95,1572.43,181.91,
cabal new-install stack -j4,1,367.07,1349.45,157.15,
cabal new-install stack -j3,1,419.04,1245.20,150.84,
cabal new-install stack -j2,1,528.75,1184.32,135.55,
cabal new-install stack -j1,1,878.52,1120.62,122.31,
cabal new-install stack -j12,1,414.65,1460.04,71.98,
cabal new-install stack -j8,1,408.15,1305.99,64.16,
cabal new-install stack -j6,1,399.41,1209.67,59.98,
cabal new-install stack -j4,1,425.70,1122.20,53.55,
cabal new-install stack -j3,1,486.47,1085.66,53.12,
cabal new-install stack -j2,1,623.55,1045.78,49.72,
cabal new-install stack -j1,1,1027.26,979.53,43.74,
make -j12,0,1207.42,6649.05,371.88,
