command,exit,real,user,sys,comment
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j8 -j8,0,317.03,1070.31,77.31,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j8 -j4,0,316.64,987.48,65.59,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j8 -j2,0,355.19,838.57,51.29,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j8 -j1,0,499.87,748.11,42.57,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j4 -j8,0,309.52,963.29,55.92,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j4 -j4,0,306.53,869.99,46.42,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j4 -j2,0,351.96,755.45,38.91,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j4 -j1,0,503.53,689.47,34.96,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j2 -j8,0,322.80,898.30,47.03,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j2 -j4,0,321.82,805.79,39.71,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j2 -j2,0,373.01,709.47,35.72,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j2 -j1,0,548.90,672.78,30.93,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j1 -j8,0,363.43,818.16,42.57,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j1 -j4,0,365.72,709.46,35.32,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j1 -j2,0,453.88,662.21,31.52,
cabal new-build clash-ghc --ghc-options=+RTS -qn8 -A32M -RTS -j1 -j1,0,674.83,635.47,31.84,
cabal new-run -- testsuite -p clash -j8,0,177.77,1295.73,95.88,
cabal new-run -- testsuite -p clash -j4,0,195.51,712.67,65.30,
cabal new-run -- testsuite -p clash -j2,0,321.42,590.99,57.59,
cabal new-run -- testsuite -p clash -j1,0,604.07,577.45,55.20,
cabal new-install stack-1.9.3 -j8,0,365.15,1953.59,155.14,GHC_THREADS=8
cabal new-install stack-1.9.3 -j4,0,375.35,1724.49,132.60,GHC_THREADS=8
cabal new-install stack-1.9.3 -j2,0,460.58,1377.92,95.59,GHC_THREADS=8
cabal new-install stack-1.9.3 -j1,0,711.95,1210.42,74.50,GHC_THREADS=8
cabal new-install stack-1.9.3 -j8,0,342.92,1743.31,110.84,GHC_THREADS=4
cabal new-install stack-1.9.3 -j4,0,351.75,1492.75,87.29,GHC_THREADS=4
cabal new-install stack-1.9.3 -j2,0,458.84,1221.09,68.53,GHC_THREADS=4
cabal new-install stack-1.9.3 -j1,0,722.27,1081.96,57.98,GHC_THREADS=4
cabal new-install stack-1.9.3 -j8,0,345.35,1613.25,86.49,GHC_THREADS=2
cabal new-install stack-1.9.3 -j4,0,365.83,1379.85,69.62,GHC_THREADS=2
cabal new-install stack-1.9.3 -j2,0,493.99,1123.53,58.06,GHC_THREADS=2
cabal new-install stack-1.9.3 -j1,0,806.80,1044.17,51.52,GHC_THREADS=2
cabal new-install stack-1.9.3 -j8,0,429.78,1393.03,72.75,GHC_THREADS=1
cabal new-install stack-1.9.3 -j4,0,436.08,1157.74,61.03,GHC_THREADS=1
cabal new-install stack-1.9.3 -j2,0,621.75,1029.19,54.11,GHC_THREADS=1
cabal new-install stack-1.9.3 -j1,0,1030.55,977.59,47.08,GHC_THREADS=1
make -j8,0,1305.27,6301.33,350.27,
make -j4,0,1422.94,4366.77,275.61,
make -j2,0,2181.65,3857.00,230.15,
make -j1,0,3883.00,3649.89,214.73,
./validate --no-clean --testsuite-only,0,343.06,2085.08,304.15,THREADS=8
./validate --no-clean --testsuite-only,0,462.76,1458.12,233.54,THREADS=4
./validate --no-clean --testsuite-only,0,787.22,1247.75,212.11,THREADS=2
./validate --no-clean --testsuite-only,0,1490.56,1198.08,208.63,THREADS=1
