command,exit,real,user,sys,comment
cabal new-build clash-ghc --ghc-options=-j2 -j32,0,435.61,1197.46,181.02,
cabal new-build clash-ghc --ghc-options=-j2 -j16,0,441.18,1146.77,167.93,
cabal new-build clash-ghc --ghc-options=-j2 -j8,0,443.68,1098.19,151.58,
cabal new-build clash-ghc --ghc-options=-j2 -j4,0,457.47,1059.70,148.61,
cabal new-build clash-ghc --ghc-options=-j2 -j2,0,563.48,1030.56,144.78,
cabal new-build clash-ghc --ghc-options=-j2 -j1,0,863.55,1021.46,141.58,
cabal new-build clash-ghc --ghc-options=-j1 -j64,0,471.67,1035.01,60.71,
cabal new-build clash-ghc --ghc-options=-j1 -j32,0,478.22,1034.71,61.13,
cabal new-build clash-ghc --ghc-options=-j1 -j16,0,473.87,1001.92,57.66,
cabal new-build clash-ghc --ghc-options=-j1 -j8,0,476.39,962.73,51.66,
cabal new-build clash-ghc --ghc-options=-j1 -j4,0,495.21,934.42,50.13,
cabal new-build clash-ghc --ghc-options=-j1 -j2,0,635.12,919.84,49.82,
cabal new-build clash-ghc --ghc-options=-j1 -j1,0,963.40,910.42,46.33,
cabal new-run -- testsuite -p clash -j64,1,76.45,4238.60,429.84,
cabal new-run -- testsuite -p clash -j32,1,62.66,1803.64,182.75,
cabal new-run -- testsuite -p clash -j16,1,75.75,1109.85,113.23,
cabal new-run -- testsuite -p clash -j8,1,118.29,888.93,90.14,
cabal new-run -- testsuite -p clash -j4,1,213.32,853.34,87.75,
cabal new-run -- testsuite -p clash -j2,1,416.03,1052.03,118.74,
cabal new-run -- testsuite -p clash -j1,1,829.95,1410.96,151.54,
cabal new-install stack-1.9.1 -j64,1,3448.72,160746.97,46374.85,GHC_THREADS=64
cabal new-install stack-1.9.1 -j32,1,3439.50,160039.95,46412.50,GHC_THREADS=64
cabal new-install stack-1.9.1 -j16,1,3435.19,159618.46,46515.58,GHC_THREADS=64
cabal new-install stack-1.9.1 -j8,1,3690.25,170375.42,52135.74,GHC_THREADS=64
cabal new-install stack-1.9.1 -j4,1,3932.40,181896.72,55382.98,GHC_THREADS=64
cabal new-install stack-1.9.1 -j2,1,1964.96,63401.65,27893.14,GHC_THREADS=64
cabal new-install stack-1.9.1 -j1,1,1862.26,21361.87,24043.32,GHC_THREADS=64
cabal new-install stack-1.9.1 -j64,1,1249.96,47526.03,15048.87,GHC_THREADS=32
cabal new-install stack-1.9.1 -j32,1,1280.96,48978.62,15515.21,GHC_THREADS=32
cabal new-install stack-1.9.1 -j16,1,1298.66,49592.64,16191.69,GHC_THREADS=32
cabal new-install stack-1.9.1 -j8,1,1456.01,57134.33,18344.48,GHC_THREADS=32
cabal new-install stack-1.9.1 -j4,1,836.04,19212.54,10965.32,GHC_THREADS=32
cabal new-install stack-1.9.1 -j2,1,938.45,7794.53,10141.52,GHC_THREADS=32
cabal new-install stack-1.9.1 -j1,1,1557.65,7014.10,9208.79,GHC_THREADS=32
cabal new-install stack-1.9.1 -j64,1,589.86,11657.99,5206.74,GHC_THREADS=16
cabal new-install stack-1.9.1 -j32,1,597.39,12276.11,5355.42,GHC_THREADS=16
cabal new-install stack-1.9.1 -j16,1,606.35,12950.04,5685.81,GHC_THREADS=16
cabal new-install stack-1.9.1 -j8,1,485.86,5962.77,4662.68,GHC_THREADS=16
cabal new-install stack-1.9.1 -j4,1,557.54,3791.49,4414.51,GHC_THREADS=16
cabal new-install stack-1.9.1 -j2,1,823.50,3600.57,4074.45,GHC_THREADS=16
cabal new-install stack-1.9.1 -j1,1,1405.80,3630.65,3916.88,GHC_THREADS=16
cabal new-install stack-1.9.1 -j64,1,447.21,4545.24,2214.89,GHC_THREADS=8
cabal new-install stack-1.9.1 -j32,1,449.31,4596.06,2234.77,GHC_THREADS=8
cabal new-install stack-1.9.1 -j16,1,421.23,3134.23,2168.85,GHC_THREADS=8
cabal new-install stack-1.9.1 -j8,1,416.77,2693.04,1978.31,GHC_THREADS=8
cabal new-install stack-1.9.1 -j4,1,503.63,2475.64,1771.60,GHC_THREADS=8
cabal new-install stack-1.9.1 -j2,1,755.68,2384.10,1688.83,GHC_THREADS=8
cabal new-install stack-1.9.1 -j1,1,1290.59,2302.00,1640.15,GHC_THREADS=8
cabal new-install stack-1.9.1 -j64,1,405.59,2663.93,981.92,GHC_THREADS=4
cabal new-install stack-1.9.1 -j32,1,400.09,2563.03,996.44,GHC_THREADS=4
cabal new-install stack-1.9.1 -j16,1,405.54,2316.96,896.57,GHC_THREADS=4
cabal new-install stack-1.9.1 -j8,1,394.57,2119.54,772.95,GHC_THREADS=4
cabal new-install stack-1.9.1 -j4,1,482.67,1971.49,716.09,GHC_THREADS=4
cabal new-install stack-1.9.1 -j2,1,726.51,1866.55,698.80,GHC_THREADS=4
cabal new-install stack-1.9.1 -j1,1,1248.74,1812.62,676.83,GHC_THREADS=4
cabal new-install stack-1.9.1 -j64,1,416.42,2176.37,387.90,GHC_THREADS=2
cabal new-install stack-1.9.1 -j32,1,418.07,2092.41,363.31,GHC_THREADS=2
cabal new-install stack-1.9.1 -j16,1,417.06,1925.27,310.07,GHC_THREADS=2
cabal new-install stack-1.9.1 -j8,1,416.98,1804.71,284.24,GHC_THREADS=2
cabal new-install stack-1.9.1 -j4,1,479.02,1687.78,262.96,GHC_THREADS=2
cabal new-install stack-1.9.1 -j2,1,736.00,1615.07,252.61,GHC_THREADS=2
cabal new-install stack-1.9.1 -j1,1,1271.36,1578.95,241.35,GHC_THREADS=2
cabal new-install stack-1.9.1 -j64,1,524.72,1803.08,130.62,GHC_THREADS=1
cabal new-install stack-1.9.1 -j32,1,524.09,1725.72,109.05,GHC_THREADS=1
cabal new-install stack-1.9.1 -j16,1,526.41,1616.11,92.45,GHC_THREADS=1
cabal new-install stack-1.9.1 -j8,1,522.77,1518.31,84.78,GHC_THREADS=1
cabal new-install stack-1.9.1 -j4,1,555.88,1444.60,81.56,GHC_THREADS=1
cabal new-install stack-1.9.1 -j2,1,843.47,1395.30,78.56,GHC_THREADS=1
cabal new-install stack-1.9.1 -j1,1,1457.15,1376.67,75.02,GHC_THREADS=1
